color,director_name,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,actor_1_name,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,month,fate, Action, Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,Western,War
 Black and White,Mary Lambert,105,52,275,Susan Ward,477,Matthew Settle,2312,A.J. Buckley,4,English,USA,PG-13,15000000,2000,397,4.6,1.85,157,August,Average,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Color,Tommy Lee Jones,107,0,289,Dwight Yoakam,572,Levon Helm,1627,Guillermo Arriaga,2,English,France,R,15000000,2005,324,7.5,2.35,0,March,Hit,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Color,Peter Kassovitz,120,0,693,Mark Margolis,49000,Robin Williams,51657,Michael Jeter,2,English,France,PG-13,15000000,1999,1000,6.5,1.85,0,October,Average,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Color,Shane Black,103,1000,611,Corbin Bernsen,21000,Robert Downey Jr.,23932,Larry Miller,2,English,USA,R,15000000,2005,1000,7.6,2.35,0,June,Superhit,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Color,Rodman Flender,92,6,577,Fred Willard,890,Vivica A. Fox,3654,Elden Henson,0,English,USA,R,20000000,1999,729,6.2,1.85,0,May,Flop,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
Color,David Lynch,147,0,669,Robert Forster,6000,Naomi Watts,8484,Laura Harring,1,English,France,R,15000000,2001,889,8,1.85,16000,March,Average,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Color,Katja von Garnier,98,18,220,Agnes Bruckner,837,Olivier Martinez,1675,Chris Geere,0,English,USA,PG-13,,2007,400,5.5,2.35,0,July,Hit,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
Color,Woody Allen,98,11000,557,Naomi Watts,12000,Anthony Hopkins,19310,Ewen Bremner,0,English,USA,R,22000000,2010,6000,6.3,1.85,0,Febraury,Hit,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Color,Mark Romanek,103,132,844,Charlie Rowe,10000,Andrew Garfield,12867,Charlotte Rampling,0,English,UK,R,15000000,2010,882,7.2,2.35,33000,September,Average,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
Color,,286,,527,Tom Hollander,857,Anna Silk,3809,Alessandro Nivola,3,English,USA,,,,555,7.9,1.78,733,Febraury,Flop,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
Color,Brad Anderson,111,122,25,Eduardo Noriega,918,Thomas Kretschmann,1252,Mac McDonald,0,English,Spain,R,15000000,2008,278,6.7,2.35,0,October,Average,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Color,Michael Chapman,98,70,90,Pamela Reed,876,Curtis Armstrong,1351,Mike Muscat,0,English,USA,R,15000000,1986,324,5.3,2.35,843,May,Average,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Color,Antonio Banderas,111,0,617,Elizabeth Perkins,783,Meat Loaf,4834,Noah Emmerich,0,English,USA,PG-13,15000000,1999,664,6.3,2.35,391,October,Flop,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Color,Michael Haneke,111,0,287,Siobhan Fallon Hogan,6000,Naomi Watts,6748,Brady Corbet,0,English,USA,R,15000000,2007,294,6.5,1.85,0,April,Hit,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Color,Khalil Sullins,100,5,46,Kalim Chandler,192,Thomas Stroppel,527,Amber Marie Bollinger,0,English,Cambodia,,,2014,134,5.6,2.35,708,January,Superhit,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
Color,Atom Egoyan,116,460,71,Elaine Cassidy,5000,Bob Hoskins,5426,Gerard McSorley,0,English,Canada,PG-13,,1999,203,7,2.35,284,October,Hit,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
 Black and White,Fritz Lang,145,756,18,Gustav Fröhlich,136,Brigitte Helm,203,Rudolf Klein-Rogge,1,German,Germany,Not Rated,6000000,1927,23,8.3,1.33,12000,September,Average,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Color,Pierre Morel,84,180,58,Cyril Raffaelli,510,David Belle,962,Dany Verissimo-Petit,2,French,France,R,12000000,2004,297,7.2,2.35,0,March,Average,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Color,Gary Fleder,115,39,642,Bill Cobbs,12000,Steve Buscemi,14889,Treat Williams,2,English,USA,R,7000000,1995,970,6.8,1.85,0,January,Average,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Color,Hsiao-Hsien Hou,105,141,56,Chen Chang,1000,Qi Shu,1172,Satoshi Tsumabuki,1,Mandarin,Taiwan,Not Rated,15000000,2015,103,6.4,1.37,0,November,Superhit,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Color,Gregor Jordan,98,34,730,Scott Glenn,936,Dean Stockwell,3578,Leon,1,English,UK,R,15000000,2001,826,6.9,2.35,664,October,Average,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
Color,Andrey Zvyagintsev,99,445,9,Vladimir Garin,20,Konstantin Lavronenko,48,Nataliya Vdovina,0,Russian,Russia,Unrated,,2003,13,8,1.85,0,December,Average,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Color,Tony Jaa,110,0,7,Petchtai Wongkamlao,64,Nirut Sirichanya,134,Sarunyu Wongkrachang,0,Thai,Thailand,R,300000000,2008,45,6.2,2.35,0,Febraury,Flop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,Neil Marshall,97,197,570,JJ Feild,13000,Michael Fassbender,15293,Dave Legeno,0,English,UK,R,,2010,794,6.4,2.35,0,September,Average,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
Color,Russell Mulcahy,88,85,40,Gina Bellman,825,Christopher Heyerdahl,1432,Conrad Dunn,0,English,Canada,R,9000000,1996,476,5.6,2.35,154,September,Average,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Color,Ryûhei Kitamura,103,129,1000,Brooke Shields,14000,Bradley Cooper,18639,Leslie Bibb,0,English,USA,R,15000000,2008,1000,6.1,2.35,0,September,Flop,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
Color,Darrell Roodt,104,36,2,Wendy Crewson,549,Jennifer Hudson,801,Aubrey Poo,2,English,South Africa,R,15000000,2011,248,6,,705,October,Flop,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Color,Dito Montiel,90,68,642,Al Pacino,17000,Channing Tatum,32814,Tracy Morgan,5,English,USA,R,15000000,2011,14000,5.1,2.35,0,August,Flop,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Color,Stefan Ruzowitzky,105,24,125,Udo Kier,776,Eddie Izzard,1732,Edward Fox,1,English,Germany,PG-13,25000000,2001,595,4.5,2.35,193,September,Average,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Color,Jake Paltrow,93,17,66,Gael Le Cornec,1000,Stephen Graham,1245,Keith Allen,1,English,USA,R,15000000,2007,165,5.9,1.85,445,August,Flop,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Color,Juraj Jakubisko,141,15,576,Hans Matheson,735,Anna Friel,2528,Franco Nero,1,English,Slovakia,R,,2008,627,6,2.35,0,July,Average,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Color,Anthony Silverston,85,0,912,Steve Buscemi,14000,Liam Neeson,29488,Loretta Devine,0,English,South Africa,Not Rated,20000000,2013,12000,5.8,,0,September,Flop,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Color,Gabe Ibáñez,109,19,537,Robert Forster,1000,Birgitte Hjort Sørensen,2829,Melanie Griffith,0,English,Bulgaria,R,7000000,2014,889,6.1,2.35,13000,Febraury,Flop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Color,Gerry Lively,105,93,51,Lucy Gaskell,179,Bruce Payne,363,Steven Elder,0,English,Germany,Not Rated,15000000,2005,55,4.9,1.78,473,September,Hit,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Color,Daniele Luchetti,98,6,50,Rodrigo De la Serna,61,Maximilian Dirr,192,Ferdinando Vetere,0,Spanish,Italy,,15000000,2015,57,5.7,,18,November,Average,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tung-Shing Yee,119,3,19,Daniel Wu,556,Bingbing Fan,996,Yasuaki Kurata,4,Mandarin,Hong Kong,R,15000000,2009,353,7.1,2.35,821,September,Superhit,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Color,Julien Temple,124,67,303,Dexter Fletcher,631,Samantha Morton,1585,Linus Roache,1,English,UK,PG-13,15000000,2000,452,6.6,,277,January,Flop,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Color,Harold Ramis,101,11000,512,Chris Elliott,13000,Bill Murray,15500,Willie Garson,1,English,USA,PG,14600000,1993,571,8.1,1.85,38000,November,Average,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Color,Gregory Jacobs,115,13,642,Channing Tatum,20000,Matt Bomer,38963,Kevin Nash,3,English,USA,R,14800000,2015,17000,5.7,2.35,41000,January,Hit,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Color,Baz Luhrmann,120,1000,954,Harold Perrineau,29000,Leonardo DiCaprio,33791,Brian Dennehy,2,English,USA,PG-13,14500000,1996,1000,6.8,2.35,10000,September,Average,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Color,Gilles Paquet-Brenner,111,15,121,Aidan Quinn,1000,Kristin Scott Thomas,2140,Arben Bajraktaraj,2,French,France,PG-13,10000000,2010,767,7.5,2.35,0,March,Superhit,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Color,Peter Cousens,94,5,124,David Rasche,467,Sharon Leal,994,Bart Shatto,2,English,USA,R,14500000,2014,220,6.2,,998,June,Hit,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Color,Clint Eastwood,131,16000,638,Morgan Freeman,16000,Clint Eastwood,28544,Frances Fisher,1,English,USA,R,14400000,1992,11000,8.3,2.35,10000,December,Superhit,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Color,Lars von Trier,139,3000,236,Jeremy Davies,3000,Bryce Dallas Howard,4211,Jean-Marc Barr,1,English,Denmark,Not Rated,14200000,2005,769,7.4,2.35,1000,Febraury,Average,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Color,Danny Boyle,120,0,40,Saurabh Shukla,668,Anil Kapoor,820,Ayush Mahesh Khedekar,0,English,UK,R,15000000,2008,56,8,2.35,13000,December,Average,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Color,Adrian Lyne,119,213,249,Lois Smith,886,Fred Gwynne,1639,Anne Archer,0,English,USA,R,14000000,1987,276,6.9,1.85,3000,January,Superhit,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
Color,Garry Marshall,125,0,700,Hector Elizondo,8000,Julia Roberts,11135,Jason Alexander,2,English,USA,R,14000000,1990,995,6.9,1.85,11000,December,Flop,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Color,John Blanchard,65,0,176,Andrea Martin,770,Martin Short,1125,Joe Flaherty,2,English,Canada,,,,179,9.5,1.33,0,January,Flop,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,John Cornell,108,5,57,Linda Kozlowski,442,Paul Hogan,717,John Meillon,1,English,Australia,PG,15800000,1988,162,5.5,2.35,489,August,Hit,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,Vidhu Vinod Chopra,101,34,277,Chris Marquette,892,María Valverde,2055,Chad Bishop,0,English,USA,R,15000000,2015,355,5.7,2.35,0,March,Average,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Color,Oliver Stone,145,0,560,Tom Berenger,10000,Tom Cruise,12098,Stephen Baldwin,0,English,USA,R,14000000,1989,854,7.2,2.35,4000,null,Flop,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
 Black and White,Jon Turteltaub,98,226,496,Leon,953,Doug E. Doug,2496,Malik Yoba,1,English,USA,PG,15000000,1993,730,6.9,1.85,0,August,Flop,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Color,Patrick Lussier,101,71,725,Jaime King,10000,Jensen Ackles,14159,Edi Gathegi,0,English,USA,R,15000000,2009,960,5.5,1.85,0,October,Hit,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Color,Ole Bornedal,92,30,309,Madison Davenport,941,Kyra Sedgwick,2348,Natasha Calis,0,English,USA,PG-13,14000000,2012,459,5.9,2.35,17000,July,Flop,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Color,Ted Kotcheff,93,270,535,Brian Dennehy,13000,Sylvester Stallone,15192,Chris Mulkey,1,English,USA,R,14000000,1982,954,7.7,2.35,0,March,Hit,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Color,Sylvain White,109,41,748,Laz Alonso,997,Chris Brown,3544,Harry Lennix,0,English,USA,PG-13,14000000,2007,826,5.2,2.35,0,May,Average,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Color,Lewis Gilbert,123,43,238,Desmond Llewelyn,456,Caroline Munro,1326,Barbara Bach,2,English,UK,PG,14000000,1977,244,7.1,2.35,0,Febraury,Flop,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Color,,60,,84,Steve Gonsalves,155,Amy Bruni,552,Jason Hawes,0,English,USA,,,,130,6.6,,373,June,Hit,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,Jamie Blanks,99,9,648,Loretta Devine,975,Alicia Witt,3500,Julian Richings,4,English,USA,R,14000000,1998,912,5.5,2.35,0,January,Flop,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Color,Stephen Frears,119,350,418,Peter Capaldi,18000,Keanu Reeves,35501,Swoosie Kurtz,2,English,USA,R,14000000,1988,17000,7.7,1.85,0,Febraury,Average,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Color,Tyler Perry,110,0,490,Phylicia Rashad,849,Eddie Cibrian,2226,Jamie Kennedy,1,English,USA,PG-13,,2012,597,5.4,2.35,0,November,Flop,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Color,Randal Kleiser,107,116,25,Klaus Maria Brandauer,327,Seymour Cassel,552,Susan Hogan,1,English,USA,PG,14000000,1991,172,6.7,1.85,0,March,Average,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Color,Bruce McCulloch,81,54,636,Elaine Hendrix,8000,Will Ferrell,10792,Molly Shannon,1,English,USA,PG-13,14000000,1999,670,5,1.85,2000,April,Average,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Color,Phyllida Lloyd,105,58,583,Jim Broadbent,11000,Meryl Streep,12894,Olivia Colman,1,English,UK,PG-13,13000000,2011,1000,6.4,2.35,18000,January,Flop,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Color,Mike Nawrocki,82,12,8,Mike Nawrocki,23,Phil Vischer,49,Shelby Vischer,0,English,USA,G,14000000,2002,12,6.6,1.85,184,November,Flop,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Color,John Singleton,109,309,279,Khandi Alexander,592,Janet Jackson,1620,Maya Angelou,0,English,USA,R,14000000,1993,556,5.9,1.85,0,September,Flop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Color,Kevin Bray,95,10,111,Roger Guenveur Smith,706,Mike Epps,1421,Gino Salvano,2,English,USA,R,14000000,2002,266,5.7,2.35,530,November,Flop,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Color,Wes Craven,100,0,364,W. Earl Brown,723,John Witherspoon,2348,Allen Payne,1,English,USA,R,20000000,1995,422,4.5,1.85,1000,January,Flop,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Color,John Boorman,118,128,467,Richard Burton,931,Linda Blair,2704,Ned Beatty,7,English,USA,R,14000000,1977,726,3.7,1.85,889,September,Flop,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Color,Courtney Solomon,91,31,50,James D'Arcy,874,Sissy Spacek,1608,Vernon Dobtcheff,0,English,UK,PG-13,14000000,2005,613,5,2.35,0,September,Average,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Color,David Zucker,90,119,636,Tyler Labine,869,Carmen Electra,3007,Molly Shannon,2,English,USA,PG-13,14000000,2003,779,4.6,1.85,411,June,Flop,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Color,David Twohy,108,123,690,Milla Jovovich,26000,Chris Hemsworth,41359,Marley Shelton,4,English,USA,R,14000000,2009,14000,6.5,2.35,4000,June,Average,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Color,Rick Famuyiwa,103,44,625,Lance Gross,953,America Ferrera,3299,Lupe Ontiveros,2,English,USA,PG-13,14000000,2010,849,4.9,2.35,1000,December,Average,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Color,Alan Cohn,96,0,654,Linda Cardellini,3000,Alyson Hannigan,6861,Poppy Montgomery,0,English,USA,R,14000000,1998,2000,6,1.85,645,October,Flop,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,Franco Zeffirelli,117,160,55,Joan Plowright,718,Lily Tomlin,1148,Paolo Seganti,6,English,Italy,PG,12000000,1999,330,6.9,1.85,970,May,Superhit,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Color,Tom Holland,93,85,514,Bethany Joy Lenz,1000,Joe Mantegna,2777,Kari Wuhrer,0,English,USA,R,8500000,1996,855,5.7,1.85,0,October,Average,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Color,Martin Scorsese,136,17000,213,Liza Minnelli,22000,Robert De Niro,23378,Mary Kay Place,0,English,USA,PG,14000000,1977,740,6.7,1.66,932,June,Flop,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Color,Spike Lee,115,0,534,Delroy Lindo,1000,Alfre Woodard,3267,Isaiah Washington,0,English,USA,PG-13,14000000,1994,848,6.9,1.85,905,April,Flop,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Color,Chris Rock,94,0,458,Eliza Coupe,12000,Steve Buscemi,13446,Wendell Pierce,3,English,USA,R,,2007,490,5.5,1.85,488,August,Flop,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Color,James Isaac,85,52,489,Kane Hodder,1000,Peter Mensah,3050,Lexa Doig,1,English,USA,R,11000000,2001,935,4.4,1.85,0,November,Hit,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Color,Shawn Levy,88,189,799,Donald Faison,934,Frankie Muniz,3707,Lee Majors,1,English,USA,PG,15000000,2002,927,5.4,1.85,896,August,Flop,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Color,Emilio Estevez,112,0,383,Nick Cannon,12000,Anthony Hopkins,13528,Brian Geraghty,0,English,USA,R,14000000,2006,593,7,2.35,0,August,Flop,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Color,Mark Waters,86,70,169,Ivana Milicevic,878,Monica Potter,2165,China Chow,5,English,USA,PG-13,14000000,2001,834,5.4,2.35,613,September,Superhit,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Color,Josh Schwartz,86,90,635,Jackson Nicoll,962,Thomas McDonell,3715,Osric Chau,1,English,USA,PG-13,14000000,2012,925,5.4,2.35,0,March,Hit,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,Julian Schnabel,112,232,177,Mathieu Amalric,413,Emmanuelle Seigner,1372,Isaach De Bankolé,1,French,France,PG-13,,2007,412,8,1.85,13000,January,Flop,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Color,Todd Field,137,143,280,Noah Emmerich,14000,Kate Winslet,15337,Jane Adams,0,English,USA,R,26000000,2006,617,7.6,2.35,5000,June,Average,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Color,Davis Guggenheim,90,49,191,Sharon Lawrence,12000,Norman Reedus,12776,Noam Jenkins,5,English,USA,R,24000000,2000,215,5.9,2.35,853,March,Average,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Color,Tony Goldwyn,107,956,113,Julie Kavner,10000,Viggo Mortensen,10368,Tovah Feldshuh,1,English,USA,R,14000000,1999,233,6.6,1.85,860,January,Flop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Color,Phillip Noyce,98,176,15,Terry Pheto,543,Derek Luke,678,Bonnie Henna,3,English,France,PG-13,14000000,2006,113,6.7,2.35,447,March,Flop,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Color,Stephen Carpenter,84,12,102,Angela Featherstone,159,Melissa Sagemiller,417,Candace Kroslak,4,English,USA,PG-13,14000000,2001,102,3.9,1.85,231,April,Average,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
Color,James Ivory,139,133,5,Todd Boyce,423,Seth Gilliam,446,Nigel Whitmey,1,English,France,PG-13,14000000,1995,15,5.7,1.85,127,January,Average,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Color,Stephan Elliott,97,11,548,Kristin Scott Thomas,14000,Colin Firth,16431,Kris Marshall,4,English,UK,PG-13,,2008,1000,6.7,2.35,2000,March,Average,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Color,James Fargo,127,109,324,Joseph Cotten,16000,Christopher Lee,17250,Behrouz Vossoughi,0,English,Iran,PG,14000000,1978,469,6.5,2.35,76,September,Average,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Color,Mike Leigh,150,608,43,Ruth Sheen,149,Lesley Manville,390,Karl Johnson,0,English,UK,R,8200000,2014,44,6.8,2.35,0,May,Hit,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Color,Alain Resnais,104,752,59,Sara Forestier,412,Mathieu Amalric,799,Edouard Baer,0,French,France,PG,,2009,74,6.3,2.35,512,November,Average,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Color,Costa-Gavras,132,333,284,Mathieu Kassovitz,380,Sebastian Koch,1429,Ulrich Mühe,2,English,France,Unrated,103000000,2002,326,7.3,1.85,0,December,Hit,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Color,Chao-Bin Su,117,2,21,Shawn Yue,149,Woo-sung Jung,243,Kelly Lin,2,Mandarin,China,R,12000000,2010,32,6.9,2.35,1000,July,Average,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,Neil Burger,115,168,322,Katherine LaNasa,697,John Heard,2243,Mark L. Young,0,English,USA,R,15000000,2008,329,7,1.85,702,May,Flop,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Color,Kenneth Lonergan,186,50,338,Kieran Culkin,13000,Matt Damon,14638,John Gallagher Jr.,1,English,USA,R,14000000,2011,1000,6.5,1.85,0,December,Hit,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Color,Bo Zenga,90,10,378,Kenan Thompson,826,Steve Howey,2207,Diora Baird,7,English,Canada,R,,2009,521,3.6,1.85,934,March,Hit,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Color,Rob Reiner,90,0,767,Rebecca De Mornay,1000,Madeline Carroll,4377,Aidan Quinn,0,English,USA,PG,14000000,2010,872,7.7,1.85,14000,null,Flop,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Color,Ang Lee,134,0,11000,Heath Ledger,15000,Jake Gyllenhaal,39789,Anne Hathaway,0,English,USA,R,14000000,2005,13000,7.7,1.85,13000,July,Average,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Color,Jonathan Liebesman,101,473,429,Danny Woodburn,833,Noel Fisher,2690,Jeremy Howard,0,English,USA,PG-13,125000000,2014,809,5.9,2.35,62000,January,Hit,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Color,Amy Heckerling,97,143,201,Dan Hedaya,927,Donald Faison,1724,Elisa Donovan,1,English,USA,PG-13,12000000,1995,281,6.8,1.85,0,null,Flop,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Color,Todd Haynes,107,162,135,Celia Weston,2000,Dennis Quaid,2447,Michael Gaston,2,English,USA,PG-13,13500000,2002,258,7.4,1.85,0,December,Superhit,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Color,Steve Pink,99,38,390,Gillian Jacobs,3000,Adam Scott,4702,Collette Wolfe,4,English,USA,R,14000000,2015,837,5.1,1.85,0,November,Hit,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Color,,55,,2,Olaf Lubaszenko,20,Krystyna Janda,25,Olgierd Lukaszewicz,0,Polish,Poland,TV-MA,,,3,9.1,1.33,0,September,Hit,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Color,Philip Kaufman,124,133,170,Stephen Marcus,14000,Kate Winslet,14726,Amelia Warner,1,English,UK,R,13500000,2000,230,7.4,1.85,0,July,Average,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Color,Martin McDonagh,110,454,816,Gabourey Sidibe,2000,Abbie Cornish,4757,Michael Stuhlbarg,7,English,UK,R,15000000,2012,906,7.2,2.35,52000,September,Hit,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,Kasi Lemmons,105,148,400,Tamara Tunie,539,Colm Feore,1767,Aunjanue Ellis,0,English,USA,R,,2001,508,6,1.85,329,Febraury,Superhit,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
